<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2017.07.10	05:00:00	1211.66	1212.49	1210.45	1211.77	6608	0	0
2017.07.10	06:00:00	1210.72	1211.86	1210.57	1210.83	3837	0	0
2017.07.10	07:00:00	1210.93	1211.56	1210.64	1211.04	3783	0	0
2017.07.10	08:00:00	1210.97	1211.70	1204.83	1211.15	8799	0	0
2017.07.10	09:00:00	1206.55	1210.94	1204.81	1206.67	18059	0	0
2017.07.10	10:00:00	1207.35	1208.54	1205.29	1207.47	12229	0	0
2017.07.10	11:00:00	1207.61	1208.59	1206.72	1207.72	10019	0	0
2017.07.10	12:00:00	1207.14	1208.42	1206.78	1207.24	8312	0	0
2017.07.10	13:00:00	1208.19	1215.50	1207.16	1208.28	8850	0	0
2017.07.10	14:00:00	1212.08	1215.60	1207.97	1212.24	15821	0	0
2017.07.10	15:00:00	1210.12	1211.74	1207.43	1210.11	18034	0	0
2017.07.10	16:00:00	1209.48	1213.81	1207.52	1209.68	21051	0	0
2017.07.10	17:00:00	1211.89	1215.02	1209.64	1211.95	21848	0	0
2017.07.10	18:00:00	1212.92	1215.10	1211.53	1213.01	15690	0	0
2017.07.10	19:00:00	1211.74	1214.58	1211.53	1211.84	10277	0	0
2017.07.10	20:00:00	1213.81	1214.68	1211.61	1213.91	9497	0	0
2017.07.10	21:00:00	1213.84	1214.47	1213.23	1213.95	6751	0	0
2017.07.10	22:00:00	1214.04	1214.55	1213.26	1214.16	5707	0	0
2017.07.10	23:00:00	1214.13	1214.44	1213.36	1214.15	2687	0	8
2017.07.11	00:00:00	1214.31	1217.83	1208.20	1217.02	117961	0	0
2017.07.11	01:00:00	1214.21	1214.89	1212.50	1214.32	4626	0	0
2017.07.11	02:00:00	1213.53	1215.93	1211.80	1213.68	6887	0	0
2017.07.11	03:00:00	1212.73	1216.03	1211.51	1212.82	10637	0	0
2017.07.11	04:00:00	1212.01	1213.25	1211.06	1212.12	8798	0	0
2017.07.11	05:00:00	1211.48	1212.34	1211.15	1211.56	6542	0	0
2017.07.11	06:00:00	1212.10	1212.42	1210.41	1212.23	5406	0	0
2017.07.11	07:00:00	1210.90	1212.27	1209.90	1211.01	7408	0	0
2017.07.11	08:00:00	1211.34	1212.43	1210.00	1211.40	8548	0	0
2017.07.11	09:00:00	1211.46	1212.50	1209.42	1211.54	10466	0	0
2017.07.11	10:00:00	1210.07	1211.48	1209.52	1210.16	11132	0	0
2017.07.11	11:00:00	1210.28	1211.56	1209.87	1210.34	8329	0	0
2017.07.11	12:00:00	1210.39	1211.40	1209.11	1210.47	8360	0	0
2017.07.11	13:00:00	1210.08	1210.92	1209.17	1210.17	7579	0	0
2017.07.11	14:00:00	1210.37	1212.84	1209.92	1210.43	7788	0	0
2017.07.11	15:00:00	1211.98	1212.83	1210.01	1211.99	15665	0	0
2017.07.11	16:00:00	1210.88	1212.68	1208.12	1210.93	15519	0	0
2017.07.11	17:00:00	1208.73	1216.83	1208.17	1208.74	22265	0	0
2017.07.11	18:00:00	1214.08	1217.33	1208.70	1214.22	24111	0	0
2017.07.11	19:00:00	1215.69	1217.44	1213.38	1215.72	19937	0	0
2017.07.11	20:00:00	1214.96	1217.30	1214.40	1215.07	15257	0	0
2017.07.11	21:00:00	1216.88	1217.41	1215.55	1216.80	10530	0	0
2017.07.11	22:00:00	1216.15	1217.34	1215.98	1216.25	7983	0	0
2017.07.11	23:00:00	1216.26	1217.49	1216.07	1217.49	3250	0	8
2017.07.12	00:00:00	1217.02	1225.73	1213.48	1219.13	124939	0	0
2017.07.12	01:00:00	1216.92	1217.98	1216.50	1217.09	3748	0	0
2017.07.12	02:00:00	1217.78	1219.67	1216.76	1217.91	6832	0	0
2017.07.12	03:00:00	1219.23	1220.31	1216.92	1219.19	12682	0	0
2017.07.12	04:00:00	1218.41	1220.39	1218.20	1218.48	11083	0	0
2017.07.12	05:00:00	1219.29	1220.19	1218.35	1219.38	6955	0	0
2017.07.12	06:00:00	1220.14	1220.27	1218.99	1220.14	6415	0	0
2017.07.12	07:00:00	1219.66	1220.45	1219.26	1219.77	6607	0	0
2017.07.12	08:00:00	1219.86	1220.54	1217.47	1219.96	8787	0	0
2017.07.12	09:00:00	1217.95	1220.45	1217.57	1218.20	11872	0	0
2017.07.12	10:00:00	1218.13	1219.20	1217.67	1218.21	11073	0	0
2017.07.12	11:00:00	1218.43	1219.47	1218.11	1218.50	9702	0	0
2017.07.12	12:00:00	1218.57	1219.58	1216.58	1218.61	8689	0	0
2017.07.12	13:00:00	1217.02	1219.00	1216.14	1217.13	9378	0	0
2017.07.12	14:00:00	1217.52	1225.60	1213.37	1217.71	16017	0	0
2017.07.12	15:00:00	1224.75	1225.67	1213.52	1224.70	27940	0	0
2017.07.12	16:00:00	1221.00	1225.02	1218.41	1221.02	25617	0	0
2017.07.12	17:00:00	1222.97	1223.34	1218.51	1222.98	23448	0	0
2017.07.12	18:00:00	1221.02	1223.14	1219.53	1221.06	16618	0	0
2017.07.12	19:00:00	1221.22	1221.76	1218.86	1221.35	12432	0	0
2017.07.12	20:00:00	1219.63	1221.34	1218.95	1219.67	11219	0	0
2017.07.12	21:00:00	1220.14	1221.52	1219.59	1220.24	8738	0	0
2017.07.12	22:00:00	1220.14	1221.65	1219.61	1220.15	6771	0	0
2017.07.12	23:00:00	1220.15	1220.53	1219.71	1220.26	2385	0	8
2017.07.13	00:00:00	1219.12	1224.41	1216.51	1217.68	109468	0	0
2017.07.13	01:00:00	1219.06	1219.74	1217.76	1219.16	3841	0	0
2017.07.13	02:00:00	1218.95	1220.39	1218.12	1219.08	6426	0	0
2017.07.13	03:00:00	1220.12	1221.93	1218.20	1220.28	9866	0	0
2017.07.13	04:00:00	1221.85	1223.35	1220.78	1221.80	9082	0	0
2017.07.13	05:00:00	1222.91	1223.83	1221.13	1222.96	8446	0	0
2017.07.13	06:00:00	1223.35	1223.93	1222.63	1223.44	8259	0	0
2017.07.13	07:00:00	1223.07	1223.88	1222.74	1223.24	5935	0	0
2017.07.13	08:00:00	1222.90	1224.37	1222.35	1223.22	7414	0	0
2017.07.13	09:00:00	1222.85	1224.44	1221.71	1223.35	12195	0	0
2017.07.13	10:00:00	1222.05	1223.40	1221.15	1222.15	11754	0	0
2017.07.13	11:00:00	1221.46	1223.20	1221.22	1221.55	9437	0	0
2017.07.13	12:00:00	1222.06	1223.02	1221.54	1222.16	8728	0	0
2017.07.13	13:00:00	1222.46	1223.12	1219.77	1222.53	11123	0	0
2017.07.13	14:00:00	1220.02	1222.93	1218.80	1220.22	15768	0	0
2017.07.13	15:00:00	1220.33	1221.89	1218.43	1220.44	17252	0	0
2017.07.13	16:00:00	1219.32	1220.99	1216.52	1219.71	18757	0	0
2017.07.13	17:00:00	1218.39	1219.51	1216.57	1218.38	19851	0	0
2017.07.13	18:00:00	1217.95	1218.86	1216.75	1218.02	15080	0	0
2017.07.13	19:00:00	1217.92	1219.07	1216.97	1218.02	11470	0	0
2017.07.13	20:00:00	1218.72	1219.32	1217.04	1218.69	10449	0	0
2017.07.13	21:00:00	1218.34	1219.41	1217.63	1218.43	8264	0	0
2017.07.13	22:00:00	1218.06	1218.45	1217.21	1218.12	6623	0	0
2017.07.13	23:00:00	1218.15	1218.41	1217.15	1217.35	2929	0	8
2017.07.14	00:00:00	1217.70	1232.82	1214.77	1228.71	117946	0	0
2017.07.14	01:00:00	1217.60	1218.15	1217.00	1217.69	3711	0	0
2017.07.14	02:00:00	1217.51	1218.52	1215.51	1217.63	6661	0	0
2017.07.14	03:00:00	1216.79	1218.62	1214.70	1216.92	12802	0	0
2017.07.14	04:00:00	1216.05	1217.04	1214.81	1216.07	9095	0	0
2017.07.14	05:00:00	1216.76	1217.09	1215.59	1216.82	6669	0	0
2017.07.14	06:00:00	1216.75	1217.09	1216.32	1216.82	3610	0	0
2017.07.14	07:00:00	1216.59	1218.12	1216.42	1216.67	4998	0	0
2017.07.14	08:00:00	1218.04	1218.98	1216.52	1218.15	8071	0	0
2017.07.14	09:00:00	1217.89	1219.04	1217.27	1217.95	10215	0	0
2017.07.14	10:00:00	1217.70	1219.37	1217.37	1217.76	9207	0	0
2017.07.14	11:00:00	1218.99	1219.64	1217.71	1219.06	8500	0	0
2017.07.14	12:00:00	1219.36	1220.22	1218.61	1219.46	7877	0	0
2017.07.14	13:00:00	1220.20	1222.90	1218.85	1220.28	9175	0	0
2017.07.14	14:00:00	1222.32	1232.57	1220.41	1222.35	18456	0	0
2017.07.14	15:00:00	1231.75	1232.65	1220.90	1231.65	24827	0	0
2017.07.14	16:00:00	1231.39	1232.77	1227.72	1231.44	25413	0	0
2017.07.14	17:00:00	1228.79	1232.42	1226.62	1228.86	21860	0	0
2017.07.14	18:00:00	1228.35	1229.56	1226.68	1228.43	16463	0	0
2017.07.14	19:00:00	1228.34	1229.11	1227.58	1228.47	10663	0	0
2017.07.14	20:00:00	1228.44	1228.99	1227.66	1228.64	7983	0	0
2017.07.14	21:00:00	1228.77	1229.07	1228.05	1228.86	5920	0	0
2017.07.14	22:00:00	1228.15	1229.16	1228.13	1228.25	6924	0	0
2017.07.14	23:00:00	1228.26	1229.08	1228.25	1228.43	3813	0	8
2017.07.16	00:00:00	1228.80	1230.70	1228.23	1230.22	1859	0	0
2017.07.17	00:00:00	1230.24	1236.04	1229.37	1234.33	94762	0	0
2017.07.17	01:00:00	1230.12	1230.99	1228.23	1230.24	5351	0	0
2017.07.17	02:00:00	1230.71	1231.36	1229.84	1230.83	4588	0	0
2017.07.17	03:00:00	1231.05	1232.04	1230.35	1231.16	6064	0	0
2017.07.17	04:00:00	1231.14	1232.24	1230.04	1231.24	9075	0	0
2017.07.17	05:00:00	1230.59	1232.36	1230.15	1230.69	7459	0	0
2017.07.17	06:00:00	1231.11	1231.69	1230.25	1231.21	4951	0	0
2017.07.17	07:00:00	1230.55	1231.55	1229.70	1230.64	4425	0	0
2017.07.17	08:00:00	1231.14	1231.65	1229.28	1231.36	6652	0	0
2017.07.17	09:00:00	1230.07	1231.41	1229.39	1230.24	9237	0	0
2017.07.17	10:00:00	1230.44	1231.25	1229.83	1230.46	8410	0	0
2017.07.17	11:00:00	1230.29	1230.83	1229.47	1230.45	7445	0	0
2017.07.17	12:00:00	1230.20	1231.46	1229.52	1230.30	7664	0	0
2017.07.17	13:00:00	1230.85	1235.08	1230.12	1230.94	9184	0	0
2017.07.17	14:00:00	1234.39	1235.34	1230.94	1234.46	13322	0	0
2017.07.17	15:00:00	1234.14	1235.82	1232.99	1234.17	17840	0	0
2017.07.17	16:00:00	1235.46	1235.94	1233.18	1235.53	20112	0	0
2017.07.17	17:00:00	1233.56	1236.02	1232.79	1233.54	18618	0	0
2017.07.17	18:00:00	1233.56	1234.51	1232.84	1233.58	10519	0	0
2017.07.17	19:00:00	1234.19	1235.42	1233.67	1234.29	6864	0	0
2017.07.17	20:00:00	1234.91	1235.52	1233.92	1235.01	6919	0	0
2017.07.17	21:00:00	1234.53	1235.53	1233.46	1234.64	6708	0	0
2017.07.17	22:00:00	1233.57	1235.62	1233.46	1233.72	6485	0	0
2017.07.17	23:00:00	1233.71	1234.32	1233.53	1233.83	2406	0	8
2017.07.18	00:00:00	1234.37	1244.53	1232.83	1242.30	124027	0	0
2017.07.18	01:00:00	1234.27	1235.12	1232.80	1234.35	3861	0	0
2017.07.18	02:00:00	1232.82	1235.08	1232.73	1232.92	6548	0	0
2017.07.18	03:00:00	1235.01	1237.90	1232.84	1235.17	11173	0	0
2017.07.18	04:00:00	1237.58	1238.20	1235.01	1237.64	13745	0	0
2017.07.18	05:00:00	1237.30	1238.29	1236.99	1237.38	8631	0	0
2017.07.18	06:00:00	1237.10	1238.04	1237.04	1237.20	6173	0	0
2017.07.18	07:00:00	1237.74	1238.79	1237.12	1237.84	6091	0	0
2017.07.18	08:00:00	1237.77	1238.87	1236.48	1237.78	9102	0	0
2017.07.18	09:00:00	1237.29	1238.14	1235.16	1237.35	11176	0	0
2017.07.18	10:00:00	1236.49	1237.26	1235.27	1236.56	11102	0	0
2017.07.18	11:00:00	1235.89	1236.94	1235.61	1236.00	9741	0	0
2017.07.18	12:00:00	1236.92	1238.33	1235.91	1237.00	11112	0	0
2017.07.18	13:00:00	1237.49	1238.38	1236.18	1237.56	9369	0	0
2017.07.18	14:00:00	1237.65	1242.46	1236.30	1237.76	13755	0	0
2017.07.18	15:00:00	1241.33	1242.54	1238.08	1241.38	20246	0	0
2017.07.18	16:00:00	1240.82	1243.44	1239.87	1240.92	21070	0	0
2017.07.18	17:00:00	1241.59	1243.49	1240.55	1241.61	21721	0	0
2017.07.18	18:00:00	1242.87	1244.17	1241.16	1242.96	15732	0	0
2017.07.18	19:00:00	1242.03	1244.25	1241.47	1242.10	13598	0	0
2017.07.18	20:00:00	1241.85	1244.46	1241.59	1242.01	9229	0	0
2017.07.18	21:00:00	1243.76	1244.62	1241.48	1243.81	7479	0	0
2017.07.18	22:00:00	1241.92	1243.79	1241.59	1242.03	6482	0	0
2017.07.18	23:00:00	1242.03	1242.46	1241.68	1242.14	2526	0	8
2017.07.19	00:00:00	1242.32	1244.04	1235.87	1241.66	103589	0	0
2017.07.19	01:00:00	1242.21	1243.20	1241.93	1242.34	2860	0	0
2017.07.19	02:00:00	1242.61	1243.38	1242.05	1242.72	3538	0	0
2017.07.19	03:00:00	1242.25	1243.47	1240.52	1242.35	7829	0	0
2017.07.19	04:00:00	1240.82	1242.29	1240.54	1240.95	7618	0	0
2017.07.19	05:00:00	1241.29	1241.97	1240.63	1241.39	4452	0	0
2017.07.19	06:00:00	1241.33	1241.65	1240.96	1241.45	3401	0	0
2017.07.19	07:00:00	1241.12	1241.64	1239.07	1241.25	5413	0	0
2017.07.19	08:00:00	1239.58	1241.44	1238.53	1239.68	8637	0	0
2017.07.19	09:00:00	1239.89	1241.43	1235.87	1240.00	10553	0	0
2017.07.19	10:00:00	1237.77	1240.36	1235.92	1237.92	10968	0	0
2017.07.19	11:00:00	1238.64	1240.11	1237.01	1238.75	8978	0	0
2017.07.19	12:00:00	1239.99	1240.22	1238.52	1240.04	7555	0	0
2017.07.19	13:00:00	1239.84	1242.45	1239.36	1239.89	6093	0	0
2017.07.19	14:00:00	1241.83	1243.98	1239.42	1241.91	11635	0	0
2017.07.19	15:00:00	1243.13	1244.04	1240.88	1243.21	15797	0	0
2017.07.19	16:00:00	1242.06	1243.95	1239.26	1242.14	17908	0	0
2017.07.19	17:00:00	1241.67	1242.47	1239.34	1241.64	13412	0	0
2017.07.19	18:00:00	1240.82	1242.32	1239.98	1240.94	8738	0	0
2017.07.19	19:00:00	1242.24	1242.54	1240.65	1242.32	7370	0	0
2017.07.19	20:00:00	1241.79	1242.65	1241.13	1241.86	7842	0	0
2017.07.19	21:00:00	1241.63	1242.04	1241.18	1241.73	5122	0	0
2017.07.19	22:00:00	1241.56	1241.88	1240.99	1241.61	4654	0	0
2017.07.19	23:00:00	1241.59	1241.91	1240.92	1241.01	2049	0	8
2017.07.20	00:00:00	1241.64	1247.53	1235.30	1244.49	135256	0	0
2017.07.20	01:00:00	1241.50	1242.50	1240.90	1241.69	2015	0	0
2017.07.20	02:00:00	1241.24	1242.54	1239.58	1241.39	3752	0	0
2017.07.20	03:00:00	1240.42	1242.05	1238.11	1240.48	7603	0	0
2017.07.20	04:00:00	1238.89	1240.67	1238.14	1238.97	8982	0	0
2017.07.20	05:00:00	1238.82	1239.75	1237.46	1238.94	8302	0	0
2017.07.20	06:00:00	1237.72	1239.53	1237.46	1237.83	8345	0	0
2017.07.20	07:00:00	1238.67	1238.83	1237.65	1238.79	4969	0	0
2017.07.20	08:00:00	1237.95	1239.94	1237.84	1238.10	5985	0	0
2017.07.20	09:00:00	1239.52	1240.02	1236.48	1239.60	8742	0	0
2017.07.20	10:00:00	1237.44	1239.70	1236.57	1237.51	10658	0	0
2017.07.20	11:00:00	1237.80	1238.43	1237.34	1237.83	8062	0	0
2017.07.20	12:00:00	1237.87	1238.39	1236.66	1237.95	6857	0	0
2017.07.20	13:00:00	1236.78	1237.95	1235.22	1236.90	8456	0	0
2017.07.20	14:00:00	1237.43	1241.07	1235.23	1237.49	17221	0	0
2017.07.20	15:00:00	1240.84	1242.05	1236.84	1241.06	19503	0	0
2017.07.20	16:00:00	1238.25	1247.31	1237.38	1238.37	35658	0	0
2017.07.20	17:00:00	1245.79	1247.48	1238.00	1245.86	46994	0	0
2017.07.20	18:00:00	1245.98	1247.53	1244.85	1246.08	22225	0	0
2017.07.20	19:00:00	1246.17	1247.27	1244.43	1246.26	12773	0	0
2017.07.20	20:00:00	1244.75	1246.63	1243.31	1244.78	13272	0	0
2017.07.20	21:00:00	1243.75	1245.44	1242.59	1243.93	9107	0	0
2017.07.20	22:00:00	1243.65	1244.71	1242.73	1243.73	6001	0	0
2017.07.20	23:00:00	1243.73	1244.78	1243.70	1244.30	2053	0	9
2017.07.21	00:00:00	1244.50	1255.70	1243.37	1254.86	117873	0	0
2017.07.21	01:00:00	1244.34	1244.76	1243.29	1244.42	3086	0	0
2017.07.21	02:00:00	1243.74	1244.64	1243.31	1243.96	6360	0	0
2017.07.21	03:00:00	1243.77	1245.09	1243.37	1243.88	7544	0	0
2017.07.21	04:00:00	1244.41	1245.76	1243.50	1244.53	8511	0	0
2017.07.21	05:00:00	1244.99	1245.89	1244.53	1245.11	6727	0	0
2017.07.21	06:00:00	1245.09	1245.60	1244.42	1245.21	5869	0	0
2017.07.21	07:00:00	1245.21	1246.28	1244.55	1245.33	4188	0	0
2017.07.21	08:00:00	1246.18	1247.82	1244.92	1246.36	6589	0	0
2017.07.21	09:00:00	1247.18	1248.21	1245.97	1247.36	11563	0	0
2017.07.21	10:00:00	1247.80	1248.30	1246.77	1247.81	8923	0	0
2017.07.21	11:00:00	1246.89	1248.40	1246.79	1246.91	7147	0	0
2017.07.21	12:00:00	1248.00	1248.59	1246.85	1248.05	8012	0	0
2017.07.21	13:00:00	1247.93	1249.44	1246.84	1247.99	9728	0	0
2017.07.21	14:00:00	1248.92	1252.07	1246.96	1248.95	12311	0	0
2017.07.21	15:00:00	1251.49	1252.14	1248.53	1251.54	16501	0	0
2017.07.21	16:00:00	1250.10	1251.98	1248.93	1250.13	19450	0	0
2017.07.21	17:00:00	1251.16	1252.66	1249.04	1251.21	15046	0	0
2017.07.21	18:00:00	1252.09	1253.79	1250.37	1252.28	12847	0	0
2017.07.21	19:00:00	1253.76	1254.89	1251.94	1253.78	10702	0	0
2017.07.21	20:00:00	1254.76	1255.69	1253.47	1254.87	11568	0	0
2017.07.21	21:00:00	1255.11	1255.73	1254.11	1255.18	7880	0	0
2017.07.21	22:00:00	1254.15	1255.21	1254.00	1254.19	5723	0	0
2017.07.21	23:00:00	1254.21	1255.03	1254.06	1254.69	3876	0	8
2017.07.23	00:00:00	1255.00	1255.38	1253.39	1253.67	1001	0	0
2017.07.24	00:00:00	1253.85	1258.81	1251.96	1254.86	107071	0	0
2017.07.24	01:00:00	1253.78	1256.16	1253.41	1253.67	4213	0	0
2017.07.24	02:00:00	1256.10	1257.08	1253.60	1256.19	5913	0	0
2017.07.24	03:00:00	1255.70	1257.13	1253.85	1255.75	10901	0	0
2017.07.24	04:00:00	1254.00	1255.32	1253.68	1254.06	11908	0	0
2017.07.24	05:00:00	1253.86	1254.79	1253.68	1253.89	6867	0	0
2017.07.24	06:00:00	1254.31	1254.90	1253.71	1254.39	5385	0	0
2017.07.24	07:00:00	1254.03	1254.74	1253.43	1254.09	4741	0	0
2017.07.24	08:00:00	1254.12	1254.71	1251.85	1254.43	7951	0	0
2017.07.24	09:00:00	1252.32	1255.22	1251.86	1252.45	12407	0	0
2017.07.24	10:00:00	1253.80	1256.63	1251.97	1253.85	12829	0	0
2017.07.24	11:00:00	1255.86	1257.82	1253.22	1255.96	10024	0	0
2017.07.24	12:00:00	1256.01	1257.87	1255.52	1256.10	9527	0	0
2017.07.24	13:00:00	1256.43	1257.77	1255.47	1256.49	8105	0	0
2017.07.24	14:00:00	1256.03	1258.72	1255.39	1256.06	9762	0	0
2017.07.24	15:00:00	1258.10	1258.81	1255.11	1258.14	13846	0	0
2017.07.24	16:00:00	1256.12	1257.69	1254.72	1256.19	16613	0	0
2017.07.24	17:00:00	1254.85	1257.71	1254.50	1254.93	16166	0	0
2017.07.24	18:00:00	1255.73	1256.71	1253.58	1255.90	13895	0	0
2017.07.24	19:00:00	1255.03	1255.57	1253.69	1255.12	10368	0	0
2017.07.24	20:00:00	1254.56	1255.24	1253.89	1254.50	8381	0	0
2017.07.24	21:00:00	1254.95	1255.33	1254.38	1254.97	6725	0	0
2017.07.24	22:00:00	1254.96	1255.41	1254.50	1255.09	4725	0	0
2017.07.24	23:00:00	1255.08	1255.52	1255.01	1255.10	1813	0	8
2017.07.25	00:00:00	1254.84	1257.76	1249.13	1249.38	116646	0	0
2017.07.25	01:00:00	1254.74	1256.52	1253.19	1254.88	5158	0	0
2017.07.25	02:00:00	1253.54	1255.10	1252.80	1253.69	6151	0	0
2017.07.25	03:00:00	1253.33	1253.90	1252.91	1253.44	7058	0	0
2017.07.25	04:00:00	1253.66	1255.49	1253.08	1253.80	7531	0	0
2017.07.25	05:00:00	1255.05	1255.65	1253.48	1255.15	7171	0	0
2017.07.25	06:00:00	1254.95	1256.23	1254.83	1255.05	4882	0	0
2017.07.25	07:00:00	1255.94	1256.88	1255.03	1255.97	5325	0	0
2017.07.25	08:00:00	1256.69	1257.65	1255.10	1256.80	7071	0	0
2017.07.25	09:00:00	1256.71	1257.72	1253.33	1256.76	11232	0	0
2017.07.25	10:00:00	1253.90	1257.26	1251.26	1254.00	12551	0	0
2017.07.25	11:00:00	1252.88	1254.59	1251.31	1253.07	11888	0	0
2017.07.25	12:00:00	1252.05	1252.92	1249.02	1252.15	9730	0	0
2017.07.25	13:00:00	1251.06	1251.46	1249.07	1251.05	8159	0	0
2017.07.25	14:00:00	1250.13	1253.45	1249.31	1250.17	9130	0	0
2017.07.25	15:00:00	1251.26	1254.99	1250.55	1251.31	17910	0	0
2017.07.25	16:00:00	1254.39	1255.10	1249.95	1254.43	20927	0	0
2017.07.25	17:00:00	1250.05	1254.06	1249.73	1250.16	18028	0	0
2017.07.25	18:00:00	1251.22	1251.86	1249.50	1251.32	15489	0	0
2017.07.25	19:00:00	1250.96	1252.41	1249.59	1251.02	10351	0	0
2017.07.25	20:00:00	1251.55	1252.48	1249.50	1251.60	9610	0	0
2017.07.25	21:00:00	1250.06	1251.82	1249.49	1250.14	9926	0	0
2017.07.25	22:00:00	1250.63	1250.67	1249.48	1250.67	6767	0	0
2017.07.25	23:00:00	1250.67	1250.69	1249.53	1249.84	2596	0	8
2017.07.26	00:00:00	1249.37	1263.51	1243.77	1261.30	110131	0	0
2017.07.26	01:00:00	1249.38	1250.73	1246.56	1249.38	6224	0	0
2017.07.26	02:00:00	1246.71	1249.89	1246.39	1246.77	6297	0	0
2017.07.26	03:00:00	1248.79	1248.92	1246.51	1248.87	8835	0	0
2017.07.26	04:00:00	1248.32	1248.78	1247.63	1248.44	7861	0	0
2017.07.26	05:00:00	1247.78	1248.52	1246.09	1247.84	7039	0	0
2017.07.26	06:00:00	1247.13	1248.18	1246.16	1247.35	6171	0	0
2017.07.26	07:00:00	1246.90	1248.29	1244.71	1247.00	5530	0	0
2017.07.26	08:00:00	1245.60	1247.05	1243.69	1245.64	8679	0	0
2017.07.26	09:00:00	1245.12	1246.50	1243.76	1245.09	10696	0	0
2017.07.26	10:00:00	1245.19	1246.44	1244.21	1245.31	9816	0	0
2017.07.26	11:00:00	1245.19	1246.71	1245.11	1245.33	8518	0	0
2017.07.26	12:00:00	1246.03	1247.86	1245.54	1246.16	7681	0	0
2017.07.26	13:00:00	1247.51	1248.12	1246.23	1247.53	7656	0	0
2017.07.26	14:00:00	1247.10	1248.22	1245.49	1247.02	9275	0	0
2017.07.26	15:00:00	1246.66	1248.87	1245.61	1246.74	15890	0	0
2017.07.26	16:00:00	1247.99	1249.43	1245.98	1248.05	19176	0	0
2017.07.26	17:00:00	1248.00	1249.49	1247.39	1248.03	15481	0	0
2017.07.26	18:00:00	1247.90	1248.55	1247.47	1248.02	11356	0	0
2017.07.26	19:00:00	1248.05	1251.65	1247.76	1248.11	10443	0	0
2017.07.26	20:00:00	1250.63	1256.48	1248.29	1250.60	17460	0	0
2017.07.26	21:00:00	1256.29	1263.48	1250.04	1256.28	23607	0	0
2017.07.26	22:00:00	1261.12	1263.51	1257.21	1261.11	15545	0	0
2017.07.26	23:00:00	1261.13	1261.46	1259.97	1260.31	4426	0	8
2017.07.27	00:00:00	1261.35	1265.32	1254.53	1259.10	128321	0	0
2017.07.27	01:00:00	1261.29	1261.76	1259.59	1261.32	5400	0	0
2017.07.27	02:00:00	1260.12	1262.76	1259.79	1260.29	8593	0	0
2017.07.27	03:00:00	1261.43	1263.89	1260.29	1261.50	12184	0	0
2017.07.27	04:00:00	1263.01	1263.96	1261.32	1263.08	10933	0	0
2017.07.27	05:00:00	1263.59	1264.83	1262.27	1263.74	8834	0	0
2017.07.27	06:00:00	1263.96	1264.90	1262.53	1264.03	8411	0	0
2017.07.27	07:00:00	1263.08	1264.43	1262.45	1263.21	7745	0	0
2017.07.27	08:00:00	1263.13	1264.31	1261.70	1263.20	10448	0	0
2017.07.27	09:00:00	1262.63	1263.97	1261.23	1262.74	13912	0	0
2017.07.27	10:00:00	1261.91	1262.95	1260.76	1262.02	11056	0	0
2017.07.27	11:00:00	1262.25	1263.20	1260.88	1262.35	9365	0	0
2017.07.27	12:00:00	1261.53	1263.30	1261.11	1261.67	10205	0	0
2017.07.27	13:00:00	1262.23	1263.75	1261.21	1262.33	9518	0	0
2017.07.27	14:00:00	1261.49	1265.26	1261.39	1261.47	14116	0	0
2017.07.27	15:00:00	1263.45	1265.26	1261.51	1263.35	21348	0	0
2017.07.27	16:00:00	1263.36	1263.78	1256.63	1263.32	23712	0	0
2017.07.27	17:00:00	1257.71	1262.68	1256.70	1257.77	19041	0	0
2017.07.27	18:00:00	1257.52	1259.83	1254.44	1257.65	17047	0	0
2017.07.27	19:00:00	1259.00	1261.86	1254.53	1259.09	20721	0	0
2017.07.27	20:00:00	1260.99	1262.46	1258.15	1260.97	24515	0	0
2017.07.27	21:00:00	1260.96	1262.49	1259.22	1260.95	16835	0	0
2017.07.27	22:00:00	1259.84	1261.16	1257.85	1260.00	10300	0	0
2017.07.27	23:00:00	1259.97	1260.03	1257.91	1258.88	4806	0	8
2017.07.28	00:00:00	1259.10	1270.85	1257.37	1269.20	126439	0	0
2017.07.28	01:00:00	1259.04	1260.28	1258.38	1259.12	4587	0	0
2017.07.28	02:00:00	1259.89	1260.85	1258.48	1260.10	6961	0	0
2017.07.28	03:00:00	1259.88	1260.90	1258.48	1259.95	9160	0	0
2017.07.28	04:00:00	1259.39	1260.26	1258.58	1259.48	6464	0	0
2017.07.28	05:00:00	1259.61	1259.90	1257.56	1259.69	4966	0	0
2017.07.28	06:00:00	1257.94	1259.84	1257.28	1258.07	6198	0	0
2017.07.28	07:00:00	1257.76	1259.95	1257.41	1257.81	5889	0	0
2017.07.28	08:00:00	1259.39	1260.13	1257.79	1259.47	8978	0	0
2017.07.28	09:00:00	1259.07	1260.40	1258.11	1258.94	10601	0	0
2017.07.28	10:00:00	1259.67	1260.51	1258.70	1259.81	11781	0	0
2017.07.28	11:00:00	1258.97	1260.46	1258.78	1259.17	10983	0	0
2017.07.28	12:00:00	1259.13	1260.51	1257.67	1259.28	8580	0	0
2017.07.28	13:00:00	1258.88	1259.67	1258.08	1259.08	7832	0	0
2017.07.28	14:00:00	1259.42	1267.08	1258.18	1259.46	14100	0	0
