<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2017.01.24	03:00:00	1216.83	1218.09	1216.67	1217.38	3166	0	0
2017.01.24	04:00:00	1217.38	1218.46	1216.98	1217.17	2931	0	0
2017.01.24	05:00:00	1217.17	1217.47	1215.26	1215.56	2574	0	0
2017.01.24	06:00:00	1215.56	1216.88	1215.07	1215.99	2924	0	0
2017.01.24	07:00:00	1215.90	1216.39	1214.16	1214.79	2636	0	0
2017.01.24	08:00:00	1214.79	1215.95	1212.36	1213.06	4468	0	0
2017.01.24	09:00:00	1213.06	1213.93	1212.50	1213.63	4124	0	0
2017.01.24	10:00:00	1213.72	1214.12	1212.14	1212.94	3296	0	0
2017.01.24	11:00:00	1212.99	1213.63	1211.58	1212.06	2717	0	0
2017.01.24	12:00:00	1212.04	1213.92	1211.63	1213.80	3717	0	0
2017.01.24	13:00:00	1213.70	1214.00	1212.80	1213.07	3178	0	0
2017.01.24	14:00:00	1213.07	1214.58	1212.37	1213.48	5320	0	0
2017.01.24	15:00:00	1213.58	1216.82	1213.45	1216.78	5709	0	0
2017.01.24	16:00:00	1216.73	1217.63	1213.60	1214.20	5886	0	0
2017.01.24	17:00:00	1214.26	1214.60	1211.50	1212.43	5358	0	0
2017.01.24	18:00:00	1212.44	1213.79	1212.12	1212.53	2543	0	0
2017.01.24	19:00:00	1212.53	1212.76	1209.50	1210.33	3465	0	0
2017.01.24	20:00:00	1210.22	1210.22	1207.19	1207.29	3620	0	0
2017.01.24	21:00:00	1207.28	1209.79	1206.52	1209.79	2914	0	0
2017.01.24	22:00:00	1209.79	1209.81	1207.23	1208.82	895	0	0
2017.01.25	00:00:00	1209.26	1209.79	1193.27	1201.00	66764	0	0
2017.01.25	01:00:00	1209.20	1209.72	1208.19	1208.91	2421	0	0
2017.01.25	02:00:00	1208.84	1209.44	1207.46	1208.19	2796	0	0
2017.01.25	03:00:00	1208.09	1209.29	1207.55	1207.58	2908	0	0
2017.01.25	04:00:00	1207.58	1207.83	1205.08	1205.50	2969	0	0
2017.01.25	05:00:00	1205.47	1205.90	1204.82	1205.32	2980	0	0
2017.01.25	06:00:00	1205.32	1205.41	1203.28	1203.47	3400	0	0
2017.01.25	07:00:00	1203.44	1203.80	1202.63	1203.38	3077	0	0
2017.01.25	08:00:00	1203.38	1205.49	1202.52	1203.93	4857	0	0
2017.01.25	09:00:00	1203.93	1205.18	1200.91	1201.69	6047	0	0
2017.01.25	10:00:00	1201.68	1204.32	1200.90	1203.74	6191	0	0
2017.01.25	11:00:00	1203.71	1204.28	1202.81	1203.99	3141	0	0
2017.01.25	12:00:00	1204.00	1205.01	1203.69	1204.71	2700	0	0
2017.01.25	13:00:00	1204.69	1207.77	1204.31	1204.90	5862	0	0
2017.01.25	14:00:00	1205.00	1205.65	1202.42	1203.17	5838	0	0
2017.01.25	15:00:00	1203.15	1203.15	1193.21	1195.81	9728	0	0
2017.01.25	16:00:00	1195.76	1199.28	1195.59	1196.93	6818	0	0
2017.01.25	17:00:00	1196.93	1201.18	1195.93	1200.29	6168	0	0
2017.01.25	18:00:00	1200.29	1200.38	1194.85	1197.63	5687	0	0
2017.01.25	19:00:00	1197.55	1198.81	1196.41	1196.99	4654	0	0
2017.01.25	20:00:00	1196.93	1198.40	1195.79	1198.29	3424	0	0
2017.01.25	21:00:00	1198.29	1200.18	1197.93	1199.91	4216	0	0
2017.01.25	22:00:00	1199.97	1200.83	1198.95	1200.15	1553	0	0
2017.01.26	00:00:00	1201.10	1202.61	1184.43	1188.31	69960	0	0
2017.01.26	01:00:00	1200.88	1202.56	1200.74	1201.58	2897	0	0
2017.01.26	02:00:00	1201.57	1201.88	1198.80	1200.05	4636	0	0
2017.01.26	03:00:00	1200.06	1200.15	1197.94	1198.49	3920	0	0
2017.01.26	04:00:00	1198.49	1199.55	1198.11	1199.02	2423	0	0
2017.01.26	05:00:00	1199.02	1199.22	1197.69	1198.69	2514	0	0
2017.01.26	06:00:00	1198.69	1199.15	1197.47	1198.52	3194	0	0
2017.01.26	07:00:00	1198.53	1198.62	1195.85	1196.26	3762	0	0
2017.01.26	08:00:00	1196.35	1197.19	1195.75	1196.21	4222	0	0
2017.01.26	09:00:00	1196.17	1198.04	1195.59	1197.59	5265	0	0
2017.01.26	10:00:00	1197.61	1198.19	1191.60	1192.59	5851	0	0
2017.01.26	11:00:00	1192.60	1194.36	1191.86	1192.65	3956	0	0
2017.01.26	12:00:00	1192.65	1193.73	1191.36	1192.16	3423	0	0
2017.01.26	13:00:00	1192.19	1192.29	1187.51	1187.57	4246	0	0
2017.01.26	14:00:00	1187.58	1190.81	1185.52	1189.68	6458	0	0
2017.01.26	15:00:00	1189.68	1191.34	1186.73	1189.58	7265	0	0
2017.01.26	16:00:00	1189.55	1190.74	1184.34	1186.40	9225	0	0
2017.01.26	17:00:00	1186.40	1187.81	1185.15	1186.33	5162	0	0
2017.01.26	18:00:00	1186.31	1187.65	1185.93	1186.90	3370	0	0
2017.01.26	19:00:00	1186.87	1191.11	1186.83	1189.68	6533	0	0
2017.01.26	20:00:00	1189.68	1190.11	1188.59	1189.29	4476	0	0
2017.01.26	21:00:00	1189.27	1190.00	1187.73	1188.95	4705	0	0
2017.01.26	22:00:00	1188.85	1189.05	1187.36	1188.54	1924	0	0
2017.01.27	00:00:00	1188.36	1191.67	1180.56	1191.15	60702	0	0
2017.01.27	01:00:00	1188.21	1188.30	1186.80	1186.80	3232	0	0
2017.01.27	02:00:00	1186.75	1187.45	1184.58	1185.94	4599	0	0
2017.01.27	03:00:00	1185.95	1186.62	1185.11	1185.64	3084	0	0
2017.01.27	04:00:00	1185.66	1185.76	1183.39	1183.82	2557	0	0
2017.01.27	05:00:00	1183.82	1184.34	1183.37	1183.91	2706	0	0
2017.01.27	06:00:00	1183.91	1184.02	1182.97	1183.38	2982	0	0
2017.01.27	07:00:00	1183.37	1183.46	1181.75	1182.03	2442	0	0
2017.01.27	08:00:00	1182.03	1183.65	1181.20	1182.15	3757	0	0
2017.01.27	09:00:00	1182.17	1184.45	1181.72	1181.80	5880	0	0
2017.01.27	10:00:00	1181.84	1184.65	1181.69	1184.11	4447	0	0
2017.01.27	11:00:00	1184.10	1184.88	1182.72	1183.72	4007	0	0
2017.01.27	12:00:00	1183.72	1186.08	1183.37	1184.51	3595	0	0
2017.01.27	13:00:00	1184.51	1184.51	1181.62	1182.27	3711	0	0
2017.01.27	14:00:00	1182.25	1186.98	1180.49	1183.97	8511	0	0
2017.01.27	15:00:00	1183.99	1187.92	1183.94	1185.27	10629	0	0
2017.01.27	16:00:00	1185.27	1188.65	1184.00	1187.77	7020	0	0
2017.01.27	17:00:00	1187.74	1190.04	1187.02	1187.85	8098	0	0
2017.01.27	18:00:00	1187.81	1188.52	1186.80	1188.44	3554	0	0
2017.01.27	19:00:00	1188.44	1189.53	1188.04	1189.43	4485	0	0
2017.01.27	20:00:00	1189.44	1191.48	1189.27	1191.24	3624	0	0
2017.01.27	21:00:00	1191.29	1191.52	1189.63	1190.69	3861	0	0
2017.01.27	22:00:00	1190.70	1191.56	1189.76	1190.93	887	0	0
2017.01.29	00:00:00	1192.53	1194.67	1191.04	1194.17	2283	0	0
2017.01.30	00:00:00	1194.10	1199.44	1188.19	1196.68	54989	0	0
2017.01.30	01:00:00	1194.06	1194.66	1192.86	1193.42	4008	0	0
2017.01.30	02:00:00	1193.43	1195.64	1193.42	1195.14	3569	0	0
2017.01.30	03:00:00	1195.14	1195.24	1194.09	1194.24	2077	0	0
2017.01.30	04:00:00	1194.24	1194.74	1193.74	1193.93	2110	0	0
2017.01.30	05:00:00	1193.98	1194.21	1193.52	1193.67	2032	0	0
2017.01.30	06:00:00	1193.69	1193.94	1192.56	1192.73	3145	0	0
2017.01.30	07:00:00	1192.73	1193.11	1191.79	1191.94	3189	0	0
2017.01.30	08:00:00	1191.94	1192.45	1190.85	1191.37	3661	0	0
2017.01.30	09:00:00	1191.35	1191.35	1189.06	1189.89	5314	0	0
2017.01.30	10:00:00	1189.84	1190.17	1188.48	1188.81	4195	0	0
2017.01.30	11:00:00	1188.71	1191.89	1188.18	1191.48	3551	0	0
2017.01.30	12:00:00	1191.40	1191.40	1189.98	1190.50	3003	0	0
2017.01.30	13:00:00	1190.50	1191.69	1189.77	1191.07	3035	0	0
2017.01.30	14:00:00	1191.10	1194.07	1190.28	1193.31	7605	0	0
2017.01.30	15:00:00	1193.38	1194.45	1191.58	1192.99	6824	0	0
2017.01.30	16:00:00	1192.99	1199.34	1192.26	1198.20	9720	0	0
2017.01.30	17:00:00	1198.29	1198.88	1194.68	1194.88	7997	0	0
2017.01.30	18:00:00	1194.88	1197.78	1194.64	1197.13	6534	0	0
2017.01.30	19:00:00	1197.11	1197.34	1193.86	1194.83	4907	0	0
2017.01.30	20:00:00	1194.83	1195.42	1192.91	1195.13	4595	0	0
2017.01.30	21:00:00	1195.16	1196.64	1194.86	1195.71	4402	0	0
2017.01.30	22:00:00	1195.61	1195.93	1193.77	1194.99	1166	0	0
2017.01.31	00:00:00	1196.72	1215.37	1196.12	1211.64	87721	0	0
2017.01.31	01:00:00	1196.70	1197.54	1196.13	1196.39	3418	0	0
2017.01.31	02:00:00	1196.34	1197.81	1196.02	1197.49	3505	0	0
2017.01.31	03:00:00	1197.39	1199.69	1197.35	1199.51	4707	0	0
2017.01.31	04:00:00	1199.52	1201.72	1199.24	1201.10	5724	0	0
2017.01.31	05:00:00	1201.16	1202.94	1201.05	1201.35	4102	0	0
2017.01.31	06:00:00	1201.36	1202.30	1201.00	1201.11	3697	0	0
2017.01.31	07:00:00	1201.09	1201.55	1199.53	1199.65	3719	0	0
2017.01.31	08:00:00	1199.63	1201.70	1199.46	1201.40	4314	0	0
2017.01.31	09:00:00	1201.40	1201.40	1196.13	1196.51	7293	0	0
2017.01.31	10:00:00	1196.52	1198.33	1196.41	1198.02	4831	0	0
2017.01.31	11:00:00	1198.05	1199.02	1197.25	1198.33	4565	0	0
2017.01.31	12:00:00	1198.33	1204.21	1197.38	1204.08	5991	0	0
2017.01.31	13:00:00	1204.08	1206.68	1203.53	1204.73	8279	0	0
2017.01.31	14:00:00	1204.75	1205.48	1203.13	1203.93	8123	0	0
2017.01.31	15:00:00	1203.93	1214.27	1203.81	1212.93	9639	0	0
2017.01.31	16:00:00	1212.83	1215.23	1211.66	1212.48	10549	0	0
2017.01.31	17:00:00	1212.47	1213.38	1209.83	1212.98	8253	0	0
2017.01.31	18:00:00	1212.98	1213.28	1208.71	1210.41	5846	0	0
2017.01.31	19:00:00	1210.42	1212.63	1208.68	1212.09	6382	0	0
2017.01.31	20:00:00	1212.04	1214.66	1211.59	1212.80	5963	0	0
2017.01.31	21:00:00	1212.80	1212.92	1210.22	1211.99	5414	0	0
2017.01.31	22:00:00	1212.03	1212.04	1208.93	1210.25	1817	0	0
2017.02.01	00:00:00	1211.60	1212.36	1198.15	1209.72	76433	0	0
2017.02.01	01:00:00	1211.53	1211.63	1209.92	1211.29	4376	0	0
2017.02.01	02:00:00	1211.29	1211.59	1209.30	1209.49	5407	0	0
2017.02.01	03:00:00	1209.47	1210.99	1208.93	1210.19	4096	0	0
2017.02.01	04:00:00	1210.19	1211.19	1209.13	1209.56	3074	0	0
2017.02.01	05:00:00	1209.62	1209.93	1208.24	1208.43	3384	0	0
2017.02.01	06:00:00	1208.44	1209.20	1207.99	1208.75	2881	0	0
2017.02.01	07:00:00	1208.74	1209.20	1206.83	1207.28	3457	0	0
2017.02.01	08:00:00	1207.16	1209.16	1206.97	1207.58	5827	0	0
2017.02.01	09:00:00	1207.54	1211.79	1207.06	1211.59	6153	0	0
2017.02.01	10:00:00	1211.58	1212.27	1210.74	1210.86	3892	0	0
2017.02.01	11:00:00	1210.86	1211.12	1209.74	1211.06	4332	0	0
2017.02.01	12:00:00	1211.05	1211.62	1210.11	1211.53	3676	0	0
2017.02.01	13:00:00	1211.53	1211.56	1210.35	1210.50	3783	0	0
2017.02.01	14:00:00	1210.50	1210.91	1204.71	1205.67	8757	0	0
2017.02.01	15:00:00	1205.70	1206.04	1202.54	1205.36	7735	0	0
2017.02.01	16:00:00	1205.33	1205.33	1198.10	1203.33	11827	0	0
2017.02.01	17:00:00	1203.30	1205.71	1202.15	1204.55	4825	0	0
2017.02.01	18:00:00	1204.55	1205.06	1202.25	1204.57	4629	0	0
2017.02.01	19:00:00	1204.54	1207.42	1203.76	1204.18	4599	0	0
2017.02.01	20:00:00	1204.14	1211.51	1203.05	1208.91	13288	0	0
2017.02.01	21:00:00	1208.96	1209.61	1207.51	1208.81	6854	0	0
2017.02.01	22:00:00	1208.83	1209.78	1207.73	1209.65	1150	0	0
2017.02.02	00:00:00	1209.76	1225.27	1209.66	1214.68	68695	0	0
2017.02.02	01:00:00	1209.54	1213.77	1209.54	1213.07	3481	0	0
2017.02.02	02:00:00	1213.13	1213.70	1211.44	1212.85	5204	0	0
2017.02.02	03:00:00	1212.85	1214.42	1212.24	1213.79	5238	0	0
2017.02.02	04:00:00	1213.82	1216.78	1213.74	1216.13	6744	0	0
2017.02.02	05:00:00	1216.13	1216.16	1214.49	1214.91	5126	0	0
2017.02.02	06:00:00	1214.88	1217.17	1214.88	1216.30	4824	0	0
2017.02.02	07:00:00	1216.30	1216.37	1213.26	1213.54	3720	0	0
2017.02.02	08:00:00	1213.54	1215.16	1211.71	1214.16	6545	0	0
2017.02.02	09:00:00	1214.19	1217.99	1213.61	1217.41	7103	0	0
2017.02.02	10:00:00	1217.42	1217.76	1216.11	1217.50	5685	0	0
2017.02.02	11:00:00	1217.50	1223.82	1217.20	1222.24	6843	0	0
2017.02.02	12:00:00	1222.24	1222.49	1220.40	1221.89	4726	0	0
2017.02.02	13:00:00	1221.89	1222.28	1219.48	1220.10	5034	0	0
2017.02.02	14:00:00	1220.09	1225.25	1219.93	1223.66	11505	0	0
2017.02.02	15:00:00	1223.66	1223.69	1219.94	1221.50	9003	0	0
2017.02.02	16:00:00	1221.60	1222.00	1216.23	1216.91	6967	0	0
2017.02.02	17:00:00	1216.89	1218.78	1215.21	1218.16	6567	0	0
2017.02.02	18:00:00	1218.16	1218.44	1213.62	1215.38	4670	0	0
2017.02.02	19:00:00	1215.38	1218.03	1214.97	1215.79	4974	0	0
2017.02.02	20:00:00	1215.80	1216.62	1215.14	1216.01	3974	0	0
2017.02.02	21:00:00	1216.04	1216.17	1214.93	1215.47	3061	0	0
2017.02.02	22:00:00	1215.45	1216.32	1213.87	1215.71	1036	0	0
2017.02.03	00:00:00	1214.68	1221.42	1206.93	1220.04	68352	0	0
2017.02.03	01:00:00	1214.75	1214.91	1212.48	1213.10	3838	0	0
2017.02.03	02:00:00	1213.09	1216.75	1212.17	1215.63	5505	0	0
2017.02.03	03:00:00	1215.73	1215.83	1212.50	1213.62	4137	0	0
2017.02.03	04:00:00	1213.63	1214.03	1211.08	1212.05	4813	0	0
2017.02.03	05:00:00	1212.06	1214.20	1211.95	1213.48	4127	0	0
2017.02.03	06:00:00	1213.48	1214.00	1212.79	1213.22	3633	0	0
2017.02.03	07:00:00	1213.22	1213.87	1212.72	1213.09	2551	0	0
2017.02.03	08:00:00	1213.10	1215.09	1212.56	1213.79	3774	0	0
2017.02.03	09:00:00	1213.81	1214.57	1212.49	1213.49	3803	0	0
2017.02.03	10:00:00	1213.49	1213.99	1212.86	1213.71	3725	0	0
2017.02.03	11:00:00	1213.71	1214.06	1212.93	1213.20	2802	0	0
2017.02.03	12:00:00	1213.25	1213.69	1211.42	1211.70	2371	0	0
2017.02.03	13:00:00	1211.71	1212.39	1211.01	1211.76	3137	0	0
2017.02.03	14:00:00	1211.86	1216.81	1206.99	1215.33	9489	0	0
2017.02.03	15:00:00	1215.34	1218.51	1214.42	1215.79	9004	0	0
2017.02.03	16:00:00	1215.80	1221.31	1215.66	1219.24	10474	0	0
2017.02.03	17:00:00	1219.19	1220.63	1217.61	1220.53	7761	0	0
2017.02.03	18:00:00	1220.53	1220.93	1218.38	1218.76	4683	0	0
2017.02.03	19:00:00	1218.71	1219.90	1215.87	1217.22	7209	0	0
2017.02.03	20:00:00	1217.22	1217.83	1214.60	1216.28	7170	0	0
2017.02.03	21:00:00	1216.28	1219.49	1216.28	1218.96	4673	0	0
2017.02.03	22:00:00	1218.96	1220.21	1218.23	1219.97	1094	0	0
2017.02.05	00:00:00	1219.46	1224.60	1219.20	1220.92	1630	0	0
2017.02.06	00:00:00	1220.98	1235.78	1220.12	1233.40	65284	0	0
2017.02.06	01:00:00	1220.80	1223.75	1220.01	1223.57	4656	0	0
2017.02.06	02:00:00	1223.55	1224.91	1223.30	1224.01	7268	0	0
2017.02.06	03:00:00	1224.01	1224.35	1222.82	1223.02	4537	0	0
2017.02.06	04:00:00	1223.07	1224.11	1222.90	1223.40	2552	0	0
2017.02.06	05:00:00	1223.40	1223.64	1222.51	1223.00	2648	0	0
2017.02.06	06:00:00	1223.01	1223.78	1222.88	1223.48	3015	0	0
2017.02.06	07:00:00	1223.43	1224.95	1223.38	1223.65	3077	0	0
2017.02.06	08:00:00	1223.65	1223.69	1221.49	1222.39	5718	0	0
2017.02.06	09:00:00	1222.39	1224.62	1222.09	1223.41	5103	0	0
2017.02.06	10:00:00	1223.42	1223.97	1222.55	1223.06	2446	0	0
2017.02.06	11:00:00	1222.96	1223.06	1221.64	1222.34	3239	0	0
2017.02.06	12:00:00	1222.25	1226.72	1222.24	1225.93	5367	0	0
2017.02.06	13:00:00	1225.92	1228.72	1225.63	1228.68	4173	0	0
2017.02.06	14:00:00	1228.68	1230.12	1227.21	1229.13	7334	0	0
2017.02.06	15:00:00	1229.05	1229.27	1226.22	1226.98	8401	0	0
2017.02.06	16:00:00	1227.18	1228.86	1225.19	1228.84	8432	0	0
2017.02.06	17:00:00	1228.84	1230.08	1227.58	1228.66	6555	0	0
2017.02.06	18:00:00	1228.66	1230.88	1228.39	1230.61	4580	0	0
2017.02.06	19:00:00	1230.59	1232.19	1229.82	1231.68	6090	0	0
2017.02.06	20:00:00	1231.78	1233.71	1231.28	1233.25	5482	0	0
2017.02.06	21:00:00	1233.27	1235.54	1232.89	1234.78	5915	0	0
2017.02.06	22:00:00	1234.72	1235.48	1234.09	1235.12	1221	0	0
2017.02.07	00:00:00	1233.46	1235.84	1227.77	1232.12	59903	0	0
2017.02.07	01:00:00	1233.35	1235.47	1232.54	1233.85	4076	0	0
2017.02.07	02:00:00	1233.85	1233.86	1231.70	1232.04	4001	0	0
2017.02.07	03:00:00	1232.03	1233.01	1231.91	1232.47	2580	0	0
2017.02.07	04:00:00	1232.46	1232.75	1231.39	1231.98	3674	0	0
2017.02.07	05:00:00	1232.00	1233.44	1232.00	1232.42	3569	0	0
2017.02.07	06:00:00	1232.43	1234.31	1232.34	1234.08	3258	0	0
2017.02.07	07:00:00	1234.14	1234.93	1232.90	1233.05	4467	0	0
2017.02.07	08:00:00	1233.05	1234.15	1230.18	1230.38	6076	0	0
2017.02.07	09:00:00	1230.39	1231.66	1228.48	1231.46	7322	0	0
2017.02.07	10:00:00	1231.41	1231.56	1228.44	1228.90	5517	0	0
2017.02.07	11:00:00	1228.85	1231.23	1228.55	1230.31	3251	0	0
2017.02.07	12:00:00	1230.27	1230.37	1227.93	1229.17	4099	0	0
2017.02.07	13:00:00	1229.16	1231.92	1228.99	1230.98	3174	0	0
2017.02.07	14:00:00	1230.98	1231.11	1227.66	1230.58	7471	0	0
2017.02.07	15:00:00	1230.56	1232.14	1229.71	1230.80	8787	0	0
2017.02.07	16:00:00	1230.80	1234.81	1230.40	1234.79	8769	0	0
2017.02.07	17:00:00	1234.79	1234.97	1232.34	1233.18	6530	0	0
2017.02.07	18:00:00	1233.21	1235.65	1232.95	1234.64	6035	0	0
2017.02.07	19:00:00	1234.63	1235.67	1233.71	1234.03	3599	0	0
2017.02.07	20:00:00	1234.02	1234.24	1232.78	1232.99	4517	0	0
2017.02.07	21:00:00	1232.90	1234.02	1232.24	1232.91	3833	0	0
2017.02.07	22:00:00	1232.90	1233.92	1231.79	1233.51	1403	0	0
2017.02.08	00:00:00	1232.08	1244.76	1230.10	1239.88	65899	0	0
2017.02.08	01:00:00	1231.89	1231.99	1229.96	1231.80	3546	0	0
2017.02.08	02:00:00	1231.80	1234.53	1230.86	1233.87	5668	0	0
2017.02.08	03:00:00	1233.85	1235.09	1233.57	1234.56	3533	0	0
2017.02.08	04:00:00	1234.54	1235.35	1234.05	1234.71	2918	0	0
2017.02.08	05:00:00	1234.71	1234.80	1232.37	1232.77	2748	0	0
2017.02.08	06:00:00	1232.77	1233.25	1232.20	1232.84	2480	0	0
2017.02.08	07:00:00	1232.83	1233.73	1230.82	1230.83	2767	0	0
2017.02.08	08:00:00	1230.84	1233.12	1230.55	1231.88	4290	0	0
2017.02.08	09:00:00	1231.98	1238.29	1231.33	1237.27	4760	0	0
2017.02.08	10:00:00	1237.23	1237.49	1235.40	1235.50	4516	0	0
2017.02.08	11:00:00	1235.51	1236.92	1234.76	1236.40	2840	0	0
2017.02.08	12:00:00	1236.41	1238.01	1235.88	1236.99	3623	0	0
2017.02.08	13:00:00	1236.99	1240.04	1236.65	1239.72	6481	0	0
2017.02.08	14:00:00	1239.72	1240.60	1237.66	1238.74	9564	0	0
2017.02.08	15:00:00	1238.74	1244.63	1238.74	1242.27	8753	0	0
2017.02.08	16:00:00	1242.27	1242.63	1240.16	1241.62	7846	0	0
2017.02.08	17:00:00	1241.61	1242.75	1239.80	1242.51	8156	0	0
2017.02.08	18:00:00	1242.48	1243.00	1241.41	1242.51	5144	0	0
2017.02.08	19:00:00	1242.52	1242.55	1236.60	1237.96	7543	0	0
2017.02.08	20:00:00	1237.98	1239.76	1237.86	1239.46	3941	0	0
2017.02.08	21:00:00	1239.46	1240.78	1239.21	1240.31	4032	0	0
2017.02.08	22:00:00	1240.36	1242.28	1240.09	1241.34	936	0	0
2017.02.09	00:00:00	1239.94	1244.58	1225.22	1226.54	63451	0	0
2017.02.09	01:00:00	1239.75	1240.64	1238.88	1239.65	3571	0	0
2017.02.09	02:00:00	1239.65	1240.23	1238.73	1239.70	4542	0	0
2017.02.09	03:00:00	1239.69	1240.55	1238.95	1240.39	3849	0	0
2017.02.09	04:00:00	1240.39	1242.27	1240.11	1241.82	4307	0	0
2017.02.09	05:00:00	1241.82	1241.84	1240.88	1241.23	3791	0	0
2017.02.09	06:00:00	1241.23	1241.71	1240.37	1240.85	4251	0	0
2017.02.09	07:00:00	1240.85	1241.32	1239.19	1239.29	3786	0	0
2017.02.09	08:00:00	1239.26	1240.51	1239.26	1239.81	4401	0	0
2017.02.09	09:00:00	1239.81	1243.35	1239.50	1241.83	4801	0	0
2017.02.09	10:00:00	1241.83	1243.74	1241.34	1242.52	3635	0	0
2017.02.09	11:00:00	1242.52	1242.52	1241.27	1241.64	3085	0	0
2017.02.09	12:00:00	1241.64	1241.94	1236.72	1238.79	5743	0	0
2017.02.09	13:00:00	1238.79	1239.80	1238.08	1238.63	4091	0	0
2017.02.09	14:00:00	1238.56	1240.86	1238.53	1239.68	6789	0	0
2017.02.09	15:00:00	1239.68	1244.40	1237.18	1237.96	8912	0	0
2017.02.09	16:00:00	1237.89	1237.89	1231.39	1234.10	13324	0	0
2017.02.09	17:00:00	1234.00	1235.29	1230.38	1231.38	6333	0	0
2017.02.09	18:00:00	1231.38	1234.23	1231.18	1233.24	4764	0	0
2017.02.09	19:00:00	1233.23	1235.67	1232.62	1234.81	6629	0	0
2017.02.09	20:00:00	1234.84	1235.40	1231.39	1231.70	4745	0	0
2017.02.09	21:00:00	1231.69	1231.83	1230.22	1231.36	4470	0	0
2017.02.09	22:00:00	1231.32	1231.67	1225.78	1228.89	1510	0	0
2017.02.10	00:00:00	1226.60	1237.14	1221.66	1233.42	64477	0	0
2017.02.10	01:00:00	1226.37	1226.79	1223.55	1225.55	3987	0	0
2017.02.10	02:00:00	1225.54	1226.27	1222.12	1225.15	5626	0	0
2017.02.10	03:00:00	1225.16	1225.40	1224.11	1224.54	5025	0	0
2017.02.10	04:00:00	1224.53	1225.70	1224.21	1224.70	3833	0	0
2017.02.10	05:00:00	1224.72	1225.04	1223.82	1224.03	2252	0	0
2017.02.10	06:00:00	1224.04	1224.47	1223.49	1224.23	2662	0	0
2017.02.10	07:00:00	1224.23	1224.36	1223.00	1223.94	4043	0	0
2017.02.10	08:00:00	1223.94	1224.83	1221.65	1221.77	5933	0	0
2017.02.10	09:00:00	1221.77	1225.40	1221.56	1225.00	6498	0	0
2017.02.10	10:00:00	1225.00	1226.00	1224.32	1224.84	6057	0	0
2017.02.10	11:00:00	1224.83	1227.12	1224.02	1226.92	4973	0	0
2017.02.10	12:00:00	1226.92	1227.68	1225.74	1226.79	4820	0	0
2017.02.10	13:00:00	1226.76	1227.19	1225.17	1226.12	5083	0	0
2017.02.10	14:00:00	1226.14	1228.46	1225.20	1225.46	8928	0	0
2017.02.10	15:00:00	1225.46	1228.93	1223.90	1228.25	12107	0	0
2017.02.10	16:00:00	1228.27	1233.01	1228.27	1230.03	13528	0	0
2017.02.10	17:00:00	1230.03	1234.79	1229.85	1234.33	10665	0	0
2017.02.10	18:00:00	1234.34	1235.33	1231.49	1232.56	7147	0	0
2017.02.10	19:00:00	1232.56	1237.08	1231.10	1232.77	10176	0	0
2017.02.10	20:00:00	1232.79	1233.50	1230.56	1232.97	5762	0	0
2017.02.10	21:00:00	1233.01	1234.04	1232.28	1233.80	4460	0	0
2017.02.10	22:00:00	1233.76	1233.98	1232.77	1233.25	2216	0	0
2017.02.12	00:00:00	1232.51	1232.58	1228.71	1230.24	1660	0	0
2017.02.13	00:00:00	1230.24	1232.34	1219.33	1226.25	52327	0	0
2017.02.13	01:00:00	1230.18	1230.96	1228.78	1230.52	6790	0	0
2017.02.13	02:00:00	1230.50	1231.69	1230.13	1231.07	7352	0	0
2017.02.13	03:00:00	1231.06	1231.10	1229.49	1229.62	5521	0	0
2017.02.13	04:00:00	1229.64	1230.24	1228.90	1229.12	3796	0	0
2017.02.13	05:00:00	1229.14	1229.80	1228.89	1229.35	2700	0	0
2017.02.13	06:00:00	1229.32	1229.75	1227.85	1229.50	4480	0	0
2017.02.13	07:00:00	1229.47	1231.49	1229.36	1231.07	4417	0	0
2017.02.13	08:00:00	1231.10	1231.90	1230.17	1231.57	5340	0	0
2017.02.13	09:00:00	1231.57	1232.22	1230.39	1230.62	7092	0	0
2017.02.13	10:00:00	1230.61	1230.94	1228.89	1229.46	5444	0	0
2017.02.13	11:00:00	1229.45	1230.84	1228.99	1230.80	4654	0	0
2017.02.13	12:00:00	1230.81	1231.14	1229.89	1230.17	4316	0	0
2017.02.13	13:00:00	1230.18	1230.70	1228.67	1228.96	4943	0	0
2017.02.13	14:00:00	1228.96	1229.25	1224.44	1225.35	9992	0	0
2017.02.13	15:00:00	1225.36	1226.08	1221.90	1222.18	10911	0	0
2017.02.13	16:00:00	1222.19	1223.28	1219.31	1222.92	10153	0	0
2017.02.13	17:00:00	1222.90	1223.79	1222.20	1223.76	6781	0	0
2017.02.13	18:00:00	1223.76	1224.68	1223.40	1223.98	3933	0	0
2017.02.13	19:00:00	1223.98	1226.66	1223.68	1225.83	4140	0	0
2017.02.13	20:00:00	1225.83	1227.53	1225.55	1225.94	4850	0	0
2017.02.13	21:00:00	1225.93	1226.96	1225.73	1225.94	3904	0	0
2017.02.13	22:00:00	1225.90	1226.01	1224.68	1225.32	1227	0	0
2017.02.14	00:00:00	1226.34	1234.52	1221.91	1228.52	71801	0	0
2017.02.14	01:00:00	1226.18	1226.95	1224.85	1225.49	4797	0	0
2017.02.14	02:00:00	1225.50	1226.56	1225.17	1225.28	5329	0	0
